fid,NID,TITLE,SIG,CATEGORY,RESPID1,RESPID2,RESPNAME1,RESPNAME2,STATUS,SUBRF,START_DATE,END_DATE,AREA,LINK,lon,lat
"                   1","59192","Авандюна, участок защитного леса","Местное","городской (поселковый) парк культуры и отдыха","0","0",,,"Действующий","Калининградская область",,,"0","http://oopt.aari.ru/node/59192",,,19.895574088844434,,,54.66126555273693
"                   2","54529","Гигантский валун","Региональное","памятник природы","0","0",,,"Действующий","Калининградская область",,,"0","http://oopt.aari.ru/node/54529","MULTIPOINT,,,22.557434061051385,,,54.42245994610057
"                   3","32102","Романовское","Региональное","государственный природный заказник","0","0",,,"Действующий","Калининградская область",,,"0","http://oopt.aari.ru/node/32102",,,20.22936243262572,,,54.904690541854954
"                   4","54538","Дуб черешчатый пирамидальный","Региональное","памятник природы","0","0",,,"Действующий","Калининградская область",,,"0","http://oopt.aari.ru/node/54538",,,20.485802048795545,,,54.723641455206256
"                   5","54537","Гинкго двулопастный","Региональное","памятник природы","0","0",,,"Действующий","Калининградская область",,,"0","http://oopt.aari.ru/node/54537",,,20.510444256737422,,,54.72205827347938
